name,emoji,group,subgroup,keywords,aliases
funeral urn,⚱️,Objects,other-object,,funeral urn
funeral urn,⚱,Objects,other-object,"ashes, death, funeral, urn",
moai,🗿,Objects,other-object,"face, moai, moyai, statue, stone","moyai, moai"
ATM sign,🏧,Symbols,transport-sign,"atm, ATM sign, automated, bank, teller","atm, ATM sign"
litter in bin sign,🚮,Symbols,transport-sign,"litter, litter bin, litter in bin sign","put litter in its place, litter in bin sign"
potable water,🚰,Symbols,transport-sign,"drinking, potable, water",potable water
wheelchair symbol,♿,Symbols,transport-sign,"access, wheelchair symbol","wheelchair symbol, wheelchair"
men’s room,🚹,Symbols,transport-sign,"lavatory, man, men’s room, restroom, wc","mens, men s room"
women’s room,🚺,Symbols,transport-sign,"lavatory, restroom, wc, woman, women’s room","womens, women s room"
restroom,🚻,Symbols,transport-sign,"lavatory, restroom, WC, toilet",restroom
baby symbol,🚼,Symbols,transport-sign,"baby, baby symbol, changing",baby symbol
water closet,🚾,Symbols,transport-sign,"closet, lavatory, restroom, water, wc, toilet, restroom","wc, water closet"
passport control,🛂,Symbols,transport-sign,"control, passport",passport control
customs,🛃,Symbols,transport-sign,customs,customs
baggage claim,🛄,Symbols,transport-sign,"baggage, claim, airport",baggage claim
left luggage,🛅,Symbols,transport-sign,"baggage, left luggage, locker, luggage",left luggage
warning,⚠️,Symbols,warning,wip,warning
warning,⚠,Symbols,warning,warning,
children crossing,🚸,Symbols,warning,"child, children crossing, crossing, pedestrian, traffic",children crossing
no entry,⛔,Symbols,warning,"entry, forbidden, no, not, prohibited, traffic",no entry
prohibited,🚫,Symbols,warning,"entry, forbidden, no, not, prohibited, block","no entry sign, prohibited"
no bicycles,🚳,Symbols,warning,"bicycle, bike, forbidden, no, no bicycles, not, prohibited",no bicycles
no smoking,🚭,Symbols,warning,"forbidden, no, not, prohibited, smoking",no smoking
no littering,🚯,Symbols,warning,"forbidden, litter, no, no littering, not, prohibited","do not litter, no littering"
non-potable water,🚱,Symbols,warning,"non-drinking, non-potable, water","non-potable water, non potable water"
no pedestrians,🚷,Symbols,warning,"forbidden, no, no pedestrians, not, pedestrian, prohibited",no pedestrians
no mobile phones,📵,Symbols,warning,"cell, forbidden, mobile, no, no mobile phones, not, phone, prohibited, telephone",no mobile phones
no one under eighteen,🔞,Symbols,warning,"18, age restriction, eighteen, forbidden, no, no one under eighteen, not, prohibited, underage","underage, no one under eighteen"
radioactive,☢️,Symbols,warning,,radioactive
radioactive,☢,Symbols,warning,"radioactive, sign",
biohazard,☣️,Symbols,warning,,biohazard
biohazard,☣,Symbols,warning,"biohazard, sign",
up arrow,⬆️,Symbols,arrow,,"arrow up, up arrow"
up arrow,⬆,Symbols,arrow,"arrow, cardinal, direction, north, up arrow",up arrow
up-right arrow,↗️,Symbols,arrow,,"arrow upper right, up right arrow"
up-right arrow,↗,Symbols,arrow,"arrow, direction, intercardinal, northeast, up-right arrow",up right arrow
right arrow,➡️,Symbols,arrow,,"arrow right, right arrow"
right arrow,➡,Symbols,arrow,"arrow, cardinal, direction, east, right arrow",right arrow
down-right arrow,↘️,Symbols,arrow,,"arrow lower right, down right arrow"
down-right arrow,↘,Symbols,arrow,"arrow, direction, down-right arrow, intercardinal, southeast",down right arrow
down arrow,⬇️,Symbols,arrow,,"arrow down, down arrow"
down arrow,⬇,Symbols,arrow,"arrow, cardinal, direction, down, south",down arrow
down-left arrow,↙️,Symbols,arrow,,"arrow lower left, down left arrow"
down-left arrow,↙,Symbols,arrow,"arrow, direction, down-left arrow, intercardinal, southwest",down left arrow
left arrow,⬅️,Symbols,arrow,,"arrow left, left arrow"
left arrow,⬅,Symbols,arrow,"arrow, cardinal, direction, left arrow, west",left arrow
up-left arrow,↖️,Symbols,arrow,,"arrow upper left, up left arrow"
up-left arrow,↖,Symbols,arrow,"arrow, direction, intercardinal, northwest, up-left arrow",up left arrow
up-down arrow,↕️,Symbols,arrow,,"arrow up down, up down arrow"
up-down arrow,↕,Symbols,arrow,"arrow, up-down arrow",up down arrow
left-right arrow,↔️,Symbols,arrow,,left right arrow
left-right arrow,↔,Symbols,arrow,"arrow, left-right arrow",
right arrow curving left,↩️,Symbols,arrow,return,"leftwards arrow with hook, right arrow curving left"
right arrow curving left,↩,Symbols,arrow,"arrow, right arrow curving left",right arrow curving left
left arrow curving right,↪️,Symbols,arrow,,"arrow right hook, left arrow curving right"
left arrow curving right,↪,Symbols,arrow,"arrow, left arrow curving right",left arrow curving right
right arrow curving up,⤴️,Symbols,arrow,,"arrow heading up, right arrow curving up"
right arrow curving up,⤴,Symbols,arrow,"arrow, right arrow curving up",right arrow curving up
right arrow curving down,⤵️,Symbols,arrow,,"arrow heading down, right arrow curving down"
right arrow curving down,⤵,Symbols,arrow,"arrow, down, right arrow curving down",right arrow curving down
clockwise vertical arrows,🔃,Symbols,arrow,"arrow, clockwise, clockwise vertical arrows, reload","arrows clockwise, clockwise vertical arrows"
counterclockwise arrows button,🔄,Symbols,arrow,"anticlockwise, arrow, counterclockwise, counterclockwise arrows button, withershins, sync","arrows counterclockwise, counterclockwise arrows button"
BACK arrow,🔙,Symbols,arrow,"arrow, back, BACK arrow","back, BACK arrow"
END arrow,🔚,Symbols,arrow,"arrow, end, END arrow","end, END arrow"
ON! arrow,🔛,Symbols,arrow,"arrow, mark, on, ON! arrow","on, ON arrow"
SOON arrow,🔜,Symbols,arrow,"arrow, soon, SOON arrow","soon, SOON arrow"
TOP arrow,🔝,Symbols,arrow,"arrow, top, TOP arrow, up","top, TOP arrow"
place of worship,🛐,Symbols,religion,"place of worship, religion, worship",place of worship
atom symbol,⚛️,Symbols,religion,,atom symbol
atom symbol,⚛,Symbols,religion,"atheist, atom, atom symbol",
om,🕉️,Symbols,religion,,
om,🕉,Symbols,religion,"Hindu, om, religion",om
star of David,✡️,Symbols,religion,,"star of david, star of David"
star of David,✡,Symbols,religion,"David, Jew, Jewish, religion, star, star of David",star of David
wheel of dharma,☸️,Symbols,religion,,wheel of dharma
wheel of dharma,☸,Symbols,religion,"Buddhist, dharma, religion, wheel, wheel of dharma",
yin yang,☯️,Symbols,religion,,yin yang
yin yang,☯,Symbols,religion,"religion, tao, taoist, yang, yin",
latin cross,✝️,Symbols,religion,,latin cross
latin cross,✝,Symbols,religion,"Christian, cross, latin cross, religion",
orthodox cross,☦️,Symbols,religion,,orthodox cross
orthodox cross,☦,Symbols,religion,"Christian, cross, orthodox cross, religion",
star and crescent,☪️,Symbols,religion,,star and crescent
star and crescent,☪,Symbols,religion,"islam, Muslim, religion, star and crescent",
peace symbol,☮️,Symbols,religion,,peace symbol
peace symbol,☮,Symbols,religion,"peace, peace symbol",
menorah,🕎,Symbols,religion,"candelabrum, candlestick, menorah, religion",menorah
dotted six-pointed star,🔯,Symbols,religion,"dotted six-pointed star, fortune, star","six pointed star, dotted six pointed star"
Aries,♈,Symbols,zodiac,"Aries, ram, zodiac","Aries, aries"
Taurus,♉,Symbols,zodiac,"bull, ox, Taurus, zodiac","Taurus, taurus"
Gemini,♊,Symbols,zodiac,"Gemini, twins, zodiac","Gemini, gemini"
Cancer,♋,Symbols,zodiac,"Cancer, crab, zodiac","Cancer, cancer"
Leo,♌,Symbols,zodiac,"Leo, lion, zodiac","Leo, leo"
Virgo,♍,Symbols,zodiac,"Virgo, zodiac","Virgo, virgo"
Libra,♎,Symbols,zodiac,"balance, justice, Libra, scales, zodiac","Libra, libra"
Scorpio,♏,Symbols,zodiac,"Scorpio, scorpion, scorpius, zodiac","Scorpio, scorpius"
Sagittarius,♐,Symbols,zodiac,"archer, Sagittarius, zodiac","Sagittarius, sagittarius"
Capricorn,♑,Symbols,zodiac,"Capricorn, goat, zodiac","Capricorn, capricorn"
Aquarius,♒,Symbols,zodiac,"Aquarius, bearer, water, zodiac","Aquarius, aquarius"
Pisces,♓,Symbols,zodiac,"fish, Pisces, zodiac","Pisces, pisces"
Ophiuchus,⛎,Symbols,zodiac,"bearer, Ophiuchus, serpent, snake, zodiac","ophiuchus, Ophiuchus"
shuffle tracks button,🔀,Symbols,av-symbol,"arrow, crossed, shuffle tracks button, shuffle","twisted rightwards arrows, shuffle tracks button"
repeat button,🔁,Symbols,av-symbol,"arrow, clockwise, repeat, repeat button, loop","repeat, repeat button"
repeat single button,🔂,Symbols,av-symbol,"arrow, clockwise, once, repeat single button","repeat one, repeat single button"
play button,▶️,Symbols,av-symbol,,"arrow forward, play button"
play button,▶,Symbols,av-symbol,"arrow, play, play button, right, triangle",play button
fast-forward button,⏩,Symbols,av-symbol,"arrow, double, fast, fast-forward button, forward","fast forward, fast forward button"
next track button,⏭️,Symbols,av-symbol,,
next track button,⏭,Symbols,av-symbol,"arrow, next scene, next track, next track button, triangle",next track button
play or pause button,⏯️,Symbols,av-symbol,,
play or pause button,⏯,Symbols,av-symbol,"arrow, pause, play, play or pause button, right, triangle",play or pause button
reverse button,◀️,Symbols,av-symbol,,"arrow backward, reverse button"
reverse button,◀,Symbols,av-symbol,"arrow, left, reverse, reverse button, triangle",reverse button
fast reverse button,⏪,Symbols,av-symbol,"arrow, double, fast reverse button, rewind","rewind, fast reverse button"
last track button,⏮️,Symbols,av-symbol,,last track button
last track button,⏮,Symbols,av-symbol,"arrow, last track button, previous scene, previous track, triangle","previous track button, last track button"
upwards button,🔼,Symbols,av-symbol,"arrow, button, red, upwards button","arrow up small, upwards button"
fast up button,⏫,Symbols,av-symbol,"arrow, double, fast up button","arrow double up, fast up button"
downwards button,🔽,Symbols,av-symbol,"arrow, button, down, downwards button, red","arrow down small, downwards button"
fast down button,⏬,Symbols,av-symbol,"arrow, double, down, fast down button","arrow double down, fast down button"
pause button,⏸️,Symbols,av-symbol,,
pause button,⏸,Symbols,av-symbol,"bar, double, pause, pause button, vertical",pause button
stop button,⏹️,Symbols,av-symbol,,
stop button,⏹,Symbols,av-symbol,"square, stop, stop button",stop button
record button,⏺️,Symbols,av-symbol,,
record button,⏺,Symbols,av-symbol,"circle, record, record button",record button
eject button,⏏️,Symbols,av-symbol,,eject button
eject button,⏏,Symbols,av-symbol,"eject, eject button",eject button
cinema,🎦,Symbols,av-symbol,"camera, cinema, film, movie, film, movie",cinema
dim button,🔅,Symbols,av-symbol,"brightness, dim, dim button, low","low brightness, dim button"
bright button,🔆,Symbols,av-symbol,"bright, bright button, brightness","high brightness, bright button"
antenna bars,📶,Symbols,av-symbol,"antenna, antenna bars, bar, cell, mobile, phone, signal, telephone, wifi","signal strength, antenna bars"
vibration mode,📳,Symbols,av-symbol,"cell, mobile, mode, phone, telephone, vibration",vibration mode
mobile phone off,📴,Symbols,av-symbol,"cell, mobile, off, phone, telephone, mute",mobile phone off
female sign,♀️,Symbols,other-symbol,,female sign
female sign,♀,Symbols,other-symbol,"female sign, woman",female sign
male sign,♂️,Symbols,other-symbol,,male sign
male sign,♂,Symbols,other-symbol,"male sign, man",male sign
medical symbol,⚕️,Symbols,other-symbol,,medical symbol
medical symbol,⚕,Symbols,other-symbol,"aesculapius, medical symbol, medicine, staff",medical symbol
infinity,♾️,Symbols,other-symbol,,infinity
infinity,♾,Symbols,other-symbol,"forever, unbounded, universal",infinity
recycling symbol,♻️,Symbols,other-symbol,"environment, green","recycle, recycling symbol"
recycling symbol,♻,Symbols,other-symbol,"recycle, recycling symbol",recycling symbol
fleur-de-lis,⚜️,Symbols,other-symbol,,fleur de lis
fleur-de-lis,⚜,Symbols,other-symbol,fleur-de-lis,
trident emblem,🔱,Symbols,other-symbol,"anchor, emblem, ship, tool, trident","trident, trident emblem"
name badge,📛,Symbols,other-symbol,"badge, name",name badge
Japanese symbol for beginner,🔰,Symbols,other-symbol,"beginner, chevron, green, Japanese, Japanese symbol for beginner, leaf, tool, yellow","beginner, Japanese symbol for beginner"
heavy large circle,⭕,Symbols,other-symbol,"circle, heavy large circle, o","heavy large circle, o"
white heavy check mark,✅,Symbols,other-symbol,"check, mark, white heavy check mark","white check mark, white heavy check mark"
ballot box with check,☑️,Symbols,other-symbol,,ballot box with check
ballot box with check,☑,Symbols,other-symbol,"ballot, ballot box with check, box, check",
heavy check mark,✔️,Symbols,other-symbol,,heavy check mark
heavy check mark,✔,Symbols,other-symbol,"check, heavy check mark, mark",
heavy multiplication x,✖️,Symbols,other-symbol,,heavy multiplication x
heavy multiplication x,✖,Symbols,other-symbol,"cancel, heavy multiplication x, multiplication, multiply, x",
cross mark,❌,Symbols,other-symbol,"cancel, cross mark, mark, multiplication, multiply, x","x, cross mark"
cross mark button,❎,Symbols,other-symbol,"cross mark button, mark, square","negative squared cross mark, cross mark button"
heavy plus sign,➕,Symbols,other-symbol,"heavy plus sign, math, plus",heavy plus sign
heavy minus sign,➖,Symbols,other-symbol,"heavy minus sign, math, minus",heavy minus sign
heavy division sign,➗,Symbols,other-symbol,"division, heavy division sign, math",heavy division sign
curly loop,➰,Symbols,other-symbol,"curl, curly loop, loop",curly loop
double curly loop,➿,Symbols,other-symbol,"curl, double, double curly loop, loop","loop, double curly loop"
part alternation mark,〽️,Symbols,other-symbol,,part alternation mark
part alternation mark,〽,Symbols,other-symbol,"mark, part, part alternation mark",
